Arquivo,local,Local Solicitante,Documento,Data,Hora,Produto,Grupo,Qtd,UN,Val.Total,Peso_Produto_kg,Peso_Total_kg
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/042955,25/06/2025,09:22:47,TELA INORGÂNICA DE POLIPROPILENO,,-5.0,UN,"181,333373","0,100","0,500"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043121,25/06/2025,14:36:28,"PARAFUSO CORTICAL 3,5 MM",,-8.0,UN,"122,718838","0,100","0,800"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043121,25/06/2025,14:36:28,"PLACA DE RECONSTRUÇÃO RETA 3,5 MM",,-1.0,UN,"263,508875","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043143,25/06/2025,14:56:18,"PARAFUSO CORTICAL 3,5 MM",,-7.0,UN,"107,378983","0,100","0,700"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043143,25/06/2025,14:56:18,"PLACA 1/3 TUBULAR 3,5 / 5,0 MM",,-1.0,UN,"146,089465","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043154,25/06/2025,15:14:21,PLACA DHS TUBO 135º,,-1.0,CJ,"729,907572","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043158,25/06/2025,15:21:09,"PARAFUSO CORTICAL 3,5 MM",,-13.0,UN,"199,418112","0,100","1,300"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043158,25/06/2025,15:21:09,"PLACA DCP RETA 3,5MM",,-2.0,UN,"360,203904","0,100","0,200"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043160,25/06/2025,15:26:35,"PARAFUSO CORTICAL 4,5 MM",,-8.0,UN,"175,102257","0,100","0,800"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043160,25/06/2025,15:26:35,"PLACA DCP RETA ESTREITA 4,5 / 6,5 MM",,-1.0,UN,"174,399221","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043187,25/06/2025,16:02:05,"PARAFUSO CORTICAL 3,5 MM",,-8.0,UN,"122,718838","0,100","0,800"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043187,25/06/2025,16:02:05,"PLACA 1/3 TUBULAR 3,5 / 5,0 MM",,-1.0,UN,"146,089465","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043200,25/06/2025,16:35:41,"PLACA 1/3 TUBULAR 3,5 / 5,0 MM",,-1.0,UN,"146,089465","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043254,25/06/2025,18:29:21,HASTE BLOQUEADA DE FÊMUR CANULADA,,-1.0,CJ,"943,909077","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043269,25/06/2025,18:59:11,HASTE BLOQUEADA DE FÊMUR CANULADA,,-1.0,CJ,"943,909077","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043271,25/06/2025,19:07:12,"PLACA 1/3 TUBULAR 3,5 / 5,0 MM",,-1.0,UN,"146,089465","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043272,25/06/2025,19:08:33,"PARAFUSO CORTICAL 3,5 MM",,-12.0,UN,"184,078257","0,100","1,200"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043272,25/06/2025,19:08:33,"PLACA DCP RETA 3,5MM",,-1.0,UN,"180,101952","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043272,25/06/2025,19:08:33,"PLACA DE RECONSTRUÇÃO RETA 3,5 MM",,-1.0,UN,"263,508875","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043274,25/06/2025,19:18:07,"PLACA TIPO ´L´ 4,5/6,5MM DIREITA",,-1.0,UN,"345,689542","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:57,FIO DE SUTURA DE GLICOLIDA + LACTIDA,,-60.0,UN,"529,296617","0,005","0,300"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:57,CURATIVO NÃO ADERENTE COM,,-20.0,UN,"965,698120","0,008","0,160"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:57,SONDA DE FOLEY 2 VIAS SILICONE Nº 16,,-50.0,UN,"316,878743","0,015","0,750"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:57,SONDA DE FOLEY 2 VIAS SILICONE Nº 18,,-40.0,UN,"252,822408","0,015","0,600"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:57,CURATIVO DE ALGINATO DE CÁLCIO 10 CM,,-200.0,UM,"929,856982","0,008","1,600"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:58,FIO DE SUTURA NYLON MONOFILAMENTAR,,-360.0,EN,"525,315164","0,005","1,800"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:58,FIO DE SUTURA NYLON MONOFILAMENTAR,,-120.0,EN,"157,000942","0,005","0,600"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:58,FIO DE SUTURA DE POLIAMIDA,,-240.0,EN,"327,862399","0,005","1,200"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:58,FIO DE SUTURA DE POLIÉSTER,,-24.0,EN,"448,878588","0,005","0,120"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:58,"FIO DE SUTURA DE SEDA TRANCADA 2-0,",,-72.0,EN,"334,780322","0,005","0,360"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:58,INTEGRADOR QUÍMICO CLASSE V USO,,-1.0,UM,"169,996590","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:58,LAMINA P/BISTURI N. 10,,-500.0,UM,"110,614505","0,001","0,500"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:58,LAMINA P/BISTURI N. 22,,-600.0,UM,"124,696938","0,001","0,600"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043348,26/06/2025,09:38:58,SONDA DE FOLEY 2 VIAS LATEX Nº 14,,-60.0,UM,"141,076774","0,015","0,900"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043481,26/06/2025,12:50:54,"PLACA EM ´T´ 3,5 / 4,5 MM",,-1.0,UN,"211,553720","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043485,26/06/2025,12:57:44,"PLACA 1/3 TUBULAR 3,5 / 5,0 MM",,-1.0,UN,"146,095534","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043488,26/06/2025,13:04:53,PLACA DCS TUBO 95º,,-1.0,CJ,"621,184364","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043491,26/06/2025,13:11:26,"PLACA 1/3 TUBULAR 3,5 / 5,0 MM",,-1.0,UN,"146,095534","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043496,26/06/2025,13:20:58,HASTE BLOQUEADA DE FÊMUR CANULADA,,-1.0,CJ,"944,680064","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043499,26/06/2025,13:26:44,"PLACA 1/3 TUBULAR 3,5 / 5,0 MM",,-1.0,UN,"146,095534","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043503,26/06/2025,13:32:43,"PLACA EM ´T´ 3,5 / 4,5 MM",,-1.0,UN,"211,553720","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/043666,26/06/2025,18:24:50,"PLACA EM ´T´ 3,5 / 4,5 MM",,-1.0,UN,"211,553720","0,100","0,100"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,CONJUNTO PARA DETERMINAÇAO DE,,-1.28,TE,"891,117082","0,100","0,128"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,CONJUNTO PARA DETERMINAÇAO DE,,-1.044,TE,"600,988184","0,100","0,104"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,CONJUNTO PARA DETERMINAÇAO DE,,-640.0,TE,"674,129030","0,100","64,000"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,CONJUNTO PARA DETERMINAÇÃO DE,,-750.0,TE,"520,410173","0,100","75,000"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,CONJUNTO PARA DETERMINACAO DE,,-200.0,TE,"244,936224","0,100","20,000"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,"CONJUNTO PARA DETERMINAÇAO DE LDH,",,-600.0,TE,"482,952762","0,100","60,000"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,CONJUNTO PARA DETERMINAÇAO DE,,-240.0,TE,"281,217658","0,100","24,000"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,CONJUNTO PARA DETERMINAÇAO DE,,-720.0,TE,"499,327366","0,100","72,000"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,CONJUNTO PARA DETERMINAÇÃO DE VDRL,,-1.5,TE,"171,796635","0,100","0,150"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,CONJUNTO PARA PESQUISA DE SANGUE,,-200.0,TE,"529,298360","0,100","20,000"
Distribuição Farmácia Central x HRPL.pdf,5 - FARMACIA CENTRAL,5061 - FARMÁCIA - HRPL,5-25/044226,30/06/2025,10:53:03,CONJUNTO PARA DETERMINAÇAO DE,,-100.0,TE,"700,000077","0,100","10,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/029442,05/05/2025,14:15:11,"DEXAMETASONA (ACETATO) CREME 0,1 % 09.D.07",,-100.0,BS,"137,465312","0,050","5,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/029442,05/05/2025,14:15:11,MICONAZOL CREME VAGINAL 20MG/G 09.D.01.A Ge,,-20.0,BS,"144,211326","0,050","1,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/029442,05/05/2025,14:15:11,MICONAZOL (NITRATO) 20MG/G CREME 09.D.01.A,,-47.0,BS,"112,612538","0,050","2,350"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:52,TENOXICAM PO LIOFILIZADO PARA 09.M.01.A,,-150.0,FA,"738,560253","0,100","15,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:52,"AGULHA HIPODÉRMICA 25 X 0,8 COM",,-1.0,UN,"200,169150","0,002","0,002"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,"COMPRESSA DE GAZE 7,5CM X 7,5CM 13",,-1.2,PC,"572,716608","0,005","0,006"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,"CLORETO DE SODIO 0,9 % SOLUÇAO 09.B.05.X",,-120.0,UN,"334,920586","0,100","12,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,CLOREXIDINA SOLUCAO DEGERMANTE 40 09.D.08.,,-4.0,FR,"101,753976","0,150","0,600"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,"COLETOR DE URINA ABERTO ADULTO, NÃO",,-500.0,UM,"112,050795","0,100","50,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,CURATIVO ADESIVO DE,,-20.0,UN,"247,922798","0,008","0,160"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,CURATIVO ADESIVO DE,,-20.0,UN,"338,560937","0,008","0,160"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,CURATIVO DE ALGINATO DE CÁLCIO E/OU,,-250.0,GR,"104,853408","0,008","2,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,CURATIVO DE ALGINATO DE CÁLCIO 10 CM,,-30.0,UM,"249,549596","0,008","0,240"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,ESPAÇADOR PARA INALADOR,,-10.0,UN,"130,864229","0,100","1,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,FRASCO COLETOR PARA FEZES COM,,-150.0,UN,"276,410875","0,050","7,500"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,LUVA DE PROCEDIMENTO NAO ESTERIL DE,,-2.0,UM,"407,741660","0,010","0,020"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,PAPEL GRAU CIRÚRGICO 15CM X 100M,,-3.0,RL,"159,826302","0,100","0,300"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,SONDA URETRAL Nº 08,,-400.0,UM,"175,845608","0,015","6,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,SONDA URETRAL Nº 12,,-940.0,UM,"403,159448","0,015","14,100"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/028654,08/05/2025,09:20:53,TESTE RÁPIDO IMUNOCROMATOGRÁFICO,,-100.0,KT,"258,163907","0,100","10,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/031385,12/05/2025,14:46:14,"AGULHA HIPODERMICA 30 X 0,8 COM",,-500.0,UN,"114,867645","0,002","1,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/031385,12/05/2025,14:46:14,COLAGENASE POMADA DERMATOLOGICA 09.D.03.B,,-10.0,BS,"105,212969","0,050","0,500"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/031385,12/05/2025,14:46:14,ESPAÇADOR PARA INALADOR,,-20.0,UN,"261,728458","0,100","2,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/031385,12/05/2025,14:46:14,SERINGA HIPODÉRMICA DESCARTÁVEL,,-2.0,UN,"413,778860","0,012","0,024"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,TENOXICAM PO LIOFILIZADO PARA 09.M.01.A,,-100.0,FA,"414,619638","0,100","10,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,AGULHA DE COLETA MÚLTIPLA COM,,-500.0,UN,"157,864120","0,002","1,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,"AGULHA HIPODÉRMICA 25 X 0,8 COM",,-500.0,UN,"100,084575","0,002","1,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,"AGULHA HIPODERMICA 30 X 0,8 COM",,-1.0,UN,"229,735290","0,002","0,002"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,CLOREXIDINA SOLUCAO DEGERMANTE 40 09.D.08.,,-5.0,FR,"127,192470","0,150","0,750"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,"COLETOR DE URINA ABERTO ADULTO, NÃO",,-500.0,UM,"111,118425","0,100","50,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,"COMPRESSA DE GAZE 7,5CM X 7,5CM 11",,-30.0,PC,"448,959066","0,005","0,150"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,ESPAÇADOR PARA INALADOR,,-10.0,UN,"130,864229","0,100","1,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,SERINGA HIPODERMICA 5ML COM AGULHA,,-350.0,UN,"105,490459","0,002","0,700"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,SERINGA HIPODÉRMICA DESCARTÁVEL,,-2.0,UN,"413,778860","0,012","0,024"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:04,SONDA URETRAL Nº 10,,-600.0,UM,"257,941446","0,015","9,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032780,16/05/2025,09:24:05,TESTE RÁPIDO IMUNOCROMATOGRÁFICO,,-200.0,KT,"516,327814","0,100","20,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032783,16/05/2025,09:28:01,SISTEMA DE PONTAS ABRASIVAS PARA,,-5.0,CX,"235,854484","0,100","0,500"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032783,16/05/2025,09:28:01,LIMA KERR PRIMEIRA SÉRIE (15-40) 21 MM,,-8.0,CX,"106,490390","0,100","0,800"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/032783,16/05/2025,09:28:01,LIMA TIPO KERR NÍQUEL/TITÂNIO 25MM,,-7.0,CX,"170,100000","0,100","0,700"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/035324,26/05/2025,15:41:53,ÁLCOOL ETÍLICO HIDRATADO 70% (70°GL),,-36.0,FR,"153,165627","0,800","28,800"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039004,09/06/2025,11:45:27,FIO DE SUTURA 45CM SEDA,,-192.0,EN,"454,913641","0,005","0,960"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039004,09/06/2025,11:45:27,MEPIVACAÍNA + EPINEFRINA SOLUÇAO 09.N.01.B,,-100.0,UM,"245,032705","0,100","10,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039004,09/06/2025,11:45:27,"PORTA AMÁLGAMA, AÇO INOXIDÁVEL, 10.04",,-5.0,UM,"130,205773","0,100","0,500"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:48,"AGULHA HIPODÉRMICA 25 X 0,8 COM",,-500.0,UN,"106,788215","0,002","1,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:48,"AGULHA HIPODERMICA 30 X 0,8 COM",,-700.0,UN,"160,814703","0,002","1,400"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:48,AGULHA DE COLETA MÚLTIPLA COM,,-500.0,UN,"157,864120","0,002","1,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:48,ÁLCOOL ETÍLICO HIDRATADO 70% (70°GL),,-36.0,FR,"153,165627","0,800","28,800"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,COLAGENASE POMADA DERMATOLOGICA 09.D.03.B,,-20.0,BS,"210,425938","0,050","1,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,"COLETOR DE URINA ABERTO ADULTO, NÃO",,-500.0,UM,"111,118425","0,100","50,000"
Distribuição NLF LE x UBS 1 Paranoá.pdf,507 - LOGÍSTICA FARMACÊUTICA APS LESTE,509201 - FARMÁCIA - UBS 1,507-25/039847,11/06/2025,16:52:49,"COMPRESSA DE GAZE 7,5CM X 7,5CM 11",,-33.0,PC,"490,513732","0,005","0,165"
